"Dendrobium acinaciforme","Dendrobium","","acinaciforme",NA,NA,"","","kew-56977",TRUE,"1.1","Accepted","Orchidaceae","Dendrobium","","acinaciforme","","","Roxb.","kew-56977","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Dendrobium acutilingue","Dendrobium","","acutilingue",NA,NA,"","","kew-465880",TRUE,"1.1","Accepted","Orchidaceae","Dendrobium","","acutilingue","","","Schuit. & Peter B.Adams","kew-465880","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Dendrobium aduncum","Dendrobium","","aduncum",NA,NA,"","","kew-56998",TRUE,"1.1","Accepted","Orchidaceae","Dendrobium","","aduncum","","","Lindl.","kew-56998","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Dendrobium affine","Dendrobium","","affine",NA,NA,"","","kew-57005",TRUE,"1.1","Accepted","Orchidaceae","Dendrobium","","affine","","","(Decne.) Steud.","kew-57005","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Dendrobium agathodaemonis","Dendrobium","","agathodaemonis",NA,NA,"","","kew-57007",TRUE,"1.1","Synonym","Orchidaceae","Dendrobium","","cuthbertsonii","","","F.Muell.","kew-57544","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Dendrobium alaticaulinum","Dendrobium","","alaticaulinum",NA,NA,"","","kew-57018",TRUE,"1.1","Accepted","Orchidaceae","Dendrobium","","alaticaulinum","","","P.Royen","kew-57018","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Dendrobium albopurpureum","Dendrobium","","albopurpureum",NA,NA,"","","kew-465758",TRUE,"1.1","Accepted","Orchidaceae","Dendrobium","","albopurpureum","","","(Seidenf.) Schuit. & Peter B.Adams","kew-465758","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Dendrobium albosanguineum","Dendrobium","","albosanguineum",NA,NA,"","","kew-57026",TRUE,"1.1","Accepted","Orchidaceae","Dendrobium","","albosanguineum","","","Lindl. & Paxton","kew-57026","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Dendrobium aloifolium","Dendrobium","","aloifolium",NA,NA,"","","kew-57036",TRUE,"1.1","Accepted","Orchidaceae","Dendrobium","","aloifolium","","","(Blume) Rchb.f.","kew-57036","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Dendrobium amabile","Dendrobium","","amabile",NA,NA,"","","kew-57045",TRUE,"1.1","Accepted","Orchidaceae","Dendrobium","","amabile","","","(Lour.) O'Brien","kew-57045","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Dendrobium amethystoglossum","Dendrobium","","amethystoglossum",NA,NA,"","","kew-57051",TRUE,"1.1","Accepted","Orchidaceae","Dendrobium","","amethystoglossum","","","Rchb.f.","kew-57051","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Dendrobium amoenum","Dendrobium","","amoenum",NA,NA,"","","kew-57052",TRUE,"1.1","Accepted","Orchidaceae","Dendrobium","","amoenum","","","Wall. ex Lindl.","kew-57052","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Dendrobium amplum","Dendrobium","","amplum",NA,NA,"","","kew-57054",TRUE,"1.1","Accepted","Orchidaceae","Dendrobium","","amplum","","","Lindl.","kew-57054","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Dendrobium anceps","Dendrobium","","anceps",NA,NA,"","","kew-57056",TRUE,"1.1","Accepted","Orchidaceae","Dendrobium","","anceps","","","Sw.","kew-57056","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Dendrobium angustifolium","Dendrobium","","angustifolium",NA,NA,"","","kew-57067",TRUE,"1.1","Accepted","Orchidaceae","Dendrobium","","angustifolium","","","(Blume) Lindl.","kew-57067","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Dendrobium annae","Dendrobium","","annae",NA,NA,"","","kew-57071",TRUE,"1.1","Accepted","Orchidaceae","Dendrobium","","annae","","","J.J.Sm.","kew-57071","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Dendrobium aphanochilum","Dendrobium","","aphanochilum",NA,NA,"","","kew-57082",TRUE,"1.1","Accepted","Orchidaceae","Dendrobium","","aphanochilum","","","Kraenzl.","kew-57082","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Dendrobium aphrodite","Dendrobium","","aphrodite",NA,NA,"","","kew-57083",TRUE,"1.1","Accepted","Orchidaceae","Dendrobium","","aphrodite","","","Rchb.f.","kew-57083","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Dendrobium aphyllum","Dendrobium","","aphyllum",NA,NA,"","","kew-57084",TRUE,"1.1","Accepted","Orchidaceae","Dendrobium","","aphyllum","","","(Roxb.) C.E.C.Fisch.","kew-57084","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Dendrobium aqueum","Dendrobium","","aqueum",NA,NA,"","","kew-57097",TRUE,"1.1","Accepted","Orchidaceae","Dendrobium","","aqueum","","","Lindl.","kew-57097","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Dendrobium arachnoideum","Dendrobium","","arachnoideum",NA,NA,"","","kew-57101",TRUE,"1.1","Accepted","Orchidaceae","Dendrobium","","arachnoideum","","","Schltr.","kew-57101","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Dendrobium atavus","Dendrobium","","atavus",NA,NA,"","","kew-57125",TRUE,"1.1","Accepted","Orchidaceae","Dendrobium","","atavus","","","J.J.Sm.","kew-57125","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Dendrobium aurantiacum","Dendrobium","","aurantiacum",NA,NA,"","","kew-57136",TRUE,"1.1","Synonym","Orchidaceae","Bulbophyllum","","schillerianum","","","Rchb.f.","kew-27309","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Dendrobium aureicolor","Dendrobium","","aureicolor",NA,NA,"","","kew-57144",TRUE,"1.1","Accepted","Orchidaceae","Dendrobium","","aureicolor","","","J.J.Sm.","kew-57144","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Dendrobium auriculatum","Dendrobium","","auriculatum",NA,NA,"","","kew-57147",TRUE,"1.1","Accepted","Orchidaceae","Dendrobium","","auriculatum","","","Ames & Quisumb.","kew-57147","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Dendrobium austrocaledonicum","Dendrobium","","austrocaledonicum",NA,NA,"","","kew-57150",TRUE,"1.1","Accepted","Orchidaceae","Dendrobium","","austrocaledonicum","","","Schltr.","kew-57150","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Dendrobium auyongii","Dendrobium","","auyongii",NA,NA,"","","kew-57151",TRUE,"1.1","Accepted","Orchidaceae","Dendrobium","","auyongii","","","T.Yukawa","kew-57151","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Dendrobium baileyi","Dendrobium","","baileyi",NA,NA,"","","kew-57156",TRUE,"1.1","Accepted","Orchidaceae","Dendrobium","","baileyi","","","F.Muell.","kew-57156","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Dendrobium barbatulum","Dendrobium","","barbatulum",NA,NA,"","","kew-57166",TRUE,"1.1","Accepted","Orchidaceae","Dendrobium","","barbatulum","","","Lindl.","kew-57166","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Dendrobium bellatulum","Dendrobium","","bellatulum",NA,NA,"","","kew-57180",TRUE,"1.1","Accepted","Orchidaceae","Dendrobium","","bellatulum","","","Rolfe","kew-57180","Accepted",FALSE,FALSE,FALSE,2017-05-11
